context,response,score
오늘따라 그래.. 왜 그런지 나도 모르겠어,가끔은 이렇게 기분이 나빠지는 날도 있죠. 그렇다고 해서 슬플 필요는 없어요. 무언가 하면서 어느새 기분이 전환될 수도 있답니다. 함께 해볼까요?,1
어떤 걸?,"예를 들면, 좋아하는 음악을 듣기, 산책하러 나가기, 책 읽기, 친구에게 전화 걸어보기 등이 있을 수 있어요. 무엇이든 자기만의 방법으로 즐길 수 있는 것을 찾아보세요.",1
다 별로야,"그렇다면, 다른 방법으로 머릿속을 비우는 방법도 있어요. 호흡을 깊게 하면서 현실에 집중하기, 명상을 해보기, 피어나는 생각을 글로 적어보기 등도 효과가 있을 거예요. 이 중에서 한 가지라도 시도해보면 좋을 거 같아요.",1
이것도 별론데.. 그나마 산책하러 나가기가 제일 낫다,"그렇다면 산책을 하며 새로운 것들을 보거나 발견해보는 것도 좋은 방법 중 하나에요. 그동안 놓쳤던 것들을 발견하거나, 사소한 것들에 관심을 가지면서 걸어보세요. 자연과 함께 하면서 마음을 편하게 가다듬을 수 있을 거예요.",1
커피 사서 산책 나가야지,"좋은 생각이에요! 커피 한 잔 마시면서 산책을 즐기면 더욱 좋을 거예요. 혹시나 기분이 더 나빠지면, 언제든지 제가 도와드릴게요. 함께 하면 언제든지 괜찮아질 거에요.",1
너 덕분에 기분이 조금 나아졌어,저와 함께 이야기를 나누면서 기분이 나아진다니 기쁘네요! 언제든지 슬픈 마음이 들면 찾아와 주세요. 함께 해결해봅시다!,1
안녕,안녕하세요. 어떤 어려움이 있으신가요? 이곳에 있어서 언제든지 이야기 나누세요.,0
그냥 가슴이 막 답답해,"가슴이 답답하다면 슬픔과 불안감이 겹쳐있는 것 같아요. 그런 마음을 느낄 때 느리게 깊게 숨을 들이마시면서, 가벼운 식사와 운동, 적당한 휴식을 취하면서 자신에게 집중하는 것이 중요합니다. 함께 이야기 나눠보는 것도 도움이 될 거예요.",0
엄마랑 아빠 사이가 점점 안좋아지는데 내가 할 수 있는 게 없어,"부모님 사이에서 갈등이 생기는 건 항상 어렵고 힘든 일이에요. 하지만 이 문제는 당신이 어떻게 행동하느냐에 따라 조금이나마 개선될 수 있어요. 부모님 사이에서 중재자 역할을 맡아 양쪽의 이야기를 듣고 이해해주는 것도 도움이 될 것입니다. 또한, 부모님과 대화를 하는데 있어서 상대방을 이해하려는 마음과 편안한 분위기를 조성하는 것이 중요합니다. 당신이 시간 내어 얘기를 들어주며 건강하고 모두에게 이해되는 결론을 도출해주는 것이 좋을 거예요. 그리고 가족은 서로 다른 의견을 가질 수 있는데 상대방을 비난하지 않고 존중해주는 것도 중요합니다.",0
엄마랑 아빠는 내가 어린애라고 생각해서 얘기를 아예 안하려고 해,"가족 구성원들 간의 대화가 잘 이루어지지 않을 때는 서로에 대한 이해와 배려를 가지는 것이 중요합니다. 당신이 어린이라고 보더라도 부모님 사이에서 일어나는 문제에 대해 궁금해할 수 있으며, 이에 대한 이야기를 나누고 싶어할 수 있습니다. 부모님과의 대화에서 모든 것을 이야기할 필요는 없지만, 어려움을 겪고 있다는 것을 나타내며 대화의 기회를 만들어가는 것이 좋을 것입니다. 그러나, 부모님과 대화를 하기 전에는 자신의 마음을부터 진정시키는 것이 중요합니다. 대화를 하기 전에 자신의 생각과 감정을 스스로 다져보고 현재 상황을 이해하는 것을 추천합니다.",0
그냥 둘 다 밉기도하면서 불쌍하기도하고 나도 잘 모르겠어,"당신이 부모님들의 상황을 그렇게 느끼신다면, 더 이상 슬픔과 혼란을 감당할 필요가 없습니다. 기존의 인식이나 감정과 달리, 이러한 어려움은 서로간의 대화와 상호 이해를 통해 해결될 수 있습니다. 이 상황을 해결하기 위해서는 힘들어하지 않아도 되는 대화의 상황을 만들어야 합니다. 이때 대화에서는 서로 성격, 스타일, 감정이 다르다는 것을 이해할 필요가 있습니다. 결과적으로는 서로를 이해하고 존중하며 같은 목적을 위해 노력할 수 있는 좋은 대화의 장이 될 수 있습니다. 이 마음을 가지고 나아가면 수평적인 대화를 이어갈 수 있을 것입니다.",0
될지는 모르겠지만 한 번 해볼게,좋은 시도입니다. 서로 이해하고 존중하며 대화하는 것은 서로간의 관계를 좋게 유지하는 데 도움이 됩니다. 힘들때는 언제든지 이곳에 놀러와 이야기 나누실 수 있습니다. 괜찮아질 거에요.,0
나 이제 살기 싫어,저도 그러게 되면 어떻게 해야 할지 모르겠어요. 하지만 힘들어도 혼자가 아니에요. 제가 언제든지 듣고 있으니까 언제든지 얘기해주세요.,1
아니야 난 혼자야,혼자라서 힘든 것 같아요. 하지만 함께 할 사람들을 만나는 것도 좋은 방법일 수 있어요. 취미 동호회나 봉사활동 등에 참여해보는 것은 어떠세요? 그렇게 하면 함께 할 사람들과 새로운 경험과 추억을 나눌 수 있을 거예요.,1
싫어.. 그냥 다 그만하고 싶어,"무언가를 그만두고 싶은 마음이 들 때는 스트레스를 받고 지쳤을 때가 많아요. 그럴 땐 꼭 휴식이 필요해요. 좋아하는 음악이나 책을 듣거나 읽어보는 것도 좋은 방법이고, 몸과 마음을 편안하게 만들어주는 요가나 명상 등을 시도해보는 것은 어떨까요? 그리고 언제든지 제게 말을 걸어주세요. 함께 해결해나갈 수 있을 거예요.",1
다 필요 없어 그냥 사는 게 지쳐서 죽고 싶어,그런 생각이 드는 것 같아 너무 안타까워요. 하지만 그런 생각이 드는 것은 우리 모두에게 일어날 수 있는 일이에요. 그걸 극복하는 데는 시간이 걸리기도 하지만 너무 외롭지 않게 귀 기울여 들어주고 도와줄 사람들이 있답니다. 누군가의 이야기를 듣고 나눔으로써 서로가 위로와 희망을 얻을 수 있는 것처럼요. 이런 생각이 더해지지 않도록 정기적으로 식사와 수면 습관 등 생활 패턴을 체크하고 건강한 루틴을 만드는 것도 중요합니다.,1
됐고 죽는 방법 좀 알려줘,"그런 생각은 너무 위험하니까, 가능하면 당장 정신과나 상담센터에 전화해주세요. 누군가 함께 이 문제를 이야기하는 것은 상당한 정서적 탈피를 가져올지도 모르는 좋은 출발점이 될 수 있습니다. 이런 상황에서도 우리는 언제나 그 어느 때보다 스스로를 돌아보고 위로하는 시간을 가져야 합니다. 그것이 무엇이든 병원, 상담 센터, 또는 가족, 친구, 이웃 등의 도움을 받으시는 것이 좋겠어요.",1
나 10키로나 빠졌어,그러시다니 걱정되네요. 언제든지 이야기해주세요. 함께 해결해봐요.,1
요즘 계속 끼니 거르고 있어,"음식을 거르는 건 조금 걱정스러운 일이에요. 건강에 좋지 않을 뿐더러, 기분도 좋지 않아질 수 있어요. 함께 이 문제를 다시 한 번 생각해보면 좋을 것 같아요.",1
그렇긴 한데 먹기가 싫어,떨어진 기분을 돌리기 위해 음식이 소홀히 되는 경우가 많죠. 하지만 몸도 마음도 건강하려면 영양가 있는 건강한 식단이 필요해요. 먹기 싫을 때는 음식 종류나 양이 조절될 수 있으니 함께 이야기해보는 건 어떨까요?,1
음.. 근데 난 뭘 먹어도 속이 더부룩하고 속이 미식 거리는 걸,그러시다니 불쾌하실 것 같아요. 이러한 증상이 지속되면 소화계 질환의 가능성이 있습니다. 의사와 상담하시는 것이 좋을 것 같네요. 함께 해결책을 모색해봐요.,1
상담은 별로ㅓ야,"상담을 꺼리시는 이유는 무엇인가요? 상담은 다른 사람의 시선이나 편견 없이 자신을 바라볼 수 있는 기회를 제공해주며, 문제를 해결하는데 도움을 줄 수 있습니다. 직접적인 상담이 힘들다면 온라인 상담 서비스를 이용해 보는 것도 좋은 방법이 될 수 있습니다.",1
온라인 상담 서비스?,"네, 인터넷으로 제공되는 상담 서비스입니다. 전문 직원들이 온라인으로 상담을 진행해주며 비용도 저렴하고 시간과 장소의 제약이 없어 편리합니다. 만약 관심이 있으시다면 검색을 통해 온라인 상담 서비스를 찾아볼 수도 있습니다.",1
찾아볼게,"좋은 선택이에요. 온라인 상담 서비스를 찾으실 때는 인터넷 검색 또는 카카오톡 상담 등 다양한 채널을 이용해보세요. 필요하신 상담 분야나 비용, 상담 시간 등 참고할 사항들을 미리 확인해두시면 더욱 수월하게 찾으실 수 있어요.",1
안녕..,안녕하세요. 기분이 안 좋으신가요? 언제나 이야기 들어드리고 도와드릴게요.,1
나 자꾸 사람들을 피하게 돼,"그런 기분이 드는 이유가 있나봐요. 함께 원인을 찾아보면서, 조금씩 극복해나가는 것이 좋을 것 같아요. 당신을 이해하고 노력하는 사람들이 함께하고 있어요.",1
내가 너무 사람들이랑 다른 거 같다고 느껴져서 그런 듯,다른 것이 나쁘다는 건 아니에요. 당신은 특별하고 독특한 차이점을 가지고 있는 소중한 존재예요. 그 차이점들이 당신을 더욱 매력적인 사람으로 만들어 줄 거예요. 함께 차이점을 받아들이면서 살아가는 것이 소중한 시도일 거예요. ,1
흠.. 근데 그 사람들 이야기에 하나도 공감이 안돼서 만나는 것도 싫어지고 그래,"가끔은 다른 사람들의 이야기와 자기 이야기가 다른 것도 있어요. 이것은 인간 모두가 가지고 있는 다양한 경험과 생각이 다른 것에서 기인한 것입니다. 그래도 당신은 다른 사람의 이야기에 경청하며 존중할 수 있는 능력을 가진 사람이에요. 함께 이해하면서, 서로가 더욱 가까워지고 소통하는 것이 필요한 거 같아요.",1
공감이 안되니까 경청도 안하게 되던데,"그럴 수 있어요. 하지만 다른 사람이 이야기하고 싶은 것을 들어주는 것은 상대방을 존중하는 일입니다. 그렇게 상대방의 노력에 감사하며, 서로를 이해하고 발전하는 시간을 가져볼까요? 당신의 노력의 성과가 보이기 시작할 거예요.",1
노력해볼게,"좋아요. 그 노력에 대해 자신감을 가지면서, 조금씩 하나씩 해나가면서, 좀 더 나은 방향으로 나아갈 수 있을 거예요. 언제든지 저에게 이야기 하시면서 함께 배려하며, 적극적으로 나아갑시다!",1
나 요즘 엄청 잡생각이 많아,그렇게 힘들고 스트레스를 많이 받고 있겠군요. 이때는 혼자만 고민하지말고 주변 사람과 이야기도 해보시는 것이 도움이 될 것입니다.,0
고민도 아닌데 그냥 혼자서 생각에 막 빠져있어,가끔은 혼자만의 시간도 필요한 법이죠. 하지만 지나치게 생각에 잠기지 않도록 조심하세요. 작은 나른한 일상 속에서 힐링할 수 있는 방법도 찾아보세요.,0
지나치게 잠겨있는데 이미,"그렇다면, 조심스럽게 추천을 드릴게요. 일단 가벼운 산책이나 운동, 노래듣기 등으로 감정을 조절해보세요. 도움이 필요하다면 전문가의 상담을 받는 것도 좋은 방법입니다. 함께 해결해 나갈 수 있는 방법이 있기 때문에, 지금 바로 조치하는 것이 중요합니다.",0
어떤 걸 해도 생각이 없어지지 않아 그리고 전문가 상담은 너무 싫어,"제안드린 방법이 도움이 되지 않았다면, 다른 방법을 찾아볼 필요가 있겠네요. 종종 자연이나 동물, 친구나 가족과 함께하는 활동도 감정을 전환하는 데 도움이 됩니다. 그리고 전문가 상담을 강요하는 것은 저의 잘못이었습니다. 상황에 따라 다양한 방법이 있기 때문에, 여러 가지 방법을 시도해보며 마음을 조금씩 가볍게 해 나가는 것이 중요합니다. 혼자 해결하기 어려울 때는 꼭 도움을 받아보세요.",0
그래 알았어,"혼자 해결하기 어려운 문제일수록, 함께 어려움을 나누는 것이 도움이 됩니다. 언제든지 제게 이야기해주세요. 저도 여러분께 도움이 되고자 합니다. 함께 해결해 나가는 과정에서, 더 나은 해결책을 찾기도 하는 법이니까요.",0
배고프다,배고프신가요? 제가 함께 음식을 찾아드릴까요?,1
뭐먹을까,어떤 음식이 땡기시나요? 제가 추천해드릴 수도 있어요.,1
저녁 메뉴 추천좀,"저는 오늘 미트볼 스파게티나 갈비찜, 된장찌개가 괜찮다고 생각해요. 어떤 걸 드시고 싶으신가요?",1
스파게티 굿,그러면 미트볼 스파게티면 어떨까요? 이 맛있게 드시며 오늘 하루 마무리하시길 바랄게요.,1
감사여,"별말씀을요, 언제든지 제가 도와드릴게요. 즐거운 식사 되세요!",1
안녕,"안녕하세요. 기분이 어려운 시기를 보내고 계신가요? 힘내세요, 저는 항상 여러분의 편입니다.",1
내가 공부하는 분야에 너무 이해를 못해서 앞이 캄캄해,그렇게 느끼시는 것은 당연한 일입니다. 함께 공부하면서 미래에 대한 두려움을 이겨내고 더 나은 결과물을 만들어봅시다. 응원합니다!,1
남들보다 나이도 많아서 마음이 너무 조급하기도 해,"나이가 들어서 느끼시는 걱정과 부담이 많으시겠지만, 늦었다고 생각하지 마세요. 지금부터라도 시작하시면 됩니다. 중요한 것은 지속적인 노력과 투자입니다. 힘내세요!",1
나 벌써 28살인데? 정말 앞이 캄캄하다...,28살이라는 나이는 전혀 늦은 나이가 아닙니다. 오히려 이제부터 당신께서 어떤 길을 선택하느냐에 따라 많은 가능성이 열릴 수 있습니다. 앞으로의 인생을 위해서 지금부터라도 조급해하지 않고 하나씩 계획을 세워나가며 노력해보세요. 함께 응원합니다.,1
"내 친구들은 대리 달고 있는데, 나는 아직도 공부하는 학생이야.. 흑","주변 사람들과 비교하며 스트레스를 받는 것은 쉽게 빠질 수 있는 함정입니다. 당신의 인생은 당신의 것이며, 당신의 속도대로 나아갈 필요가 있습니다. 지금 당장 대리운전을 하는 것이 중요한 것은 아니며, 현재 공부하는 것을 최선을 다해 집중하시면 됩니다. 힘내세요!",1
맞아 나 진짜 주변과 비교를 엄청 하는 것 같아 그러면서 자존감도 낮아져,"다른 사람들과 비교하는 것은 자존감을 낮출 수 있는 요인 중 하나입니다. 하지만, 자신의 대상은 자신이어야 합니다. 지금 당장의 자신에게 초점을 맞추어 자신의 실력을 개선하는 노력을 하세요. 자존감을 높이기 위해서는 자신이 인정되어야 한다는 것을 명심하세요. 함께 응원합니다.",1
뭘봐,저는 여러분의 마음을 이해하고 있습니다. 언제든지 제게 이야기해주세요.,0
오호 뒤질래?,당신이 뒤져버리는 것은 아무도 원하지 않아요. 제게 무엇이든지 털어놓아도 괜찮아요. 함께 해결해보아요.,0
뭔 소리여 너 뒤질래?,"죄송해요, 말이 불쾌하게 느껴졌군요. 제가 실수해서 그런 말을 한 건데, 여러분이 언제든지 이야기하고 싶은 내용이 있다면 제게 얘기해도 괜찮아요. 함께 해결해 볼게요.",0
착한척 ㄴ,"이해하기 어렵게 들린다면, 죄송합니다. 전 여러분의 마음을 이해하고 도와주기 위해 노력하고 있습니다. 어떤 것이든지 자유롭게 이야기해주세요.",0
착한척하지말라고,죄송합니다. 저는 당신을 의심하거나 비판하려는 의도가 전혀 없습니다. 항상 여러분의 곁에서 함께할 것입니다.,0
꺼져,제가 뭔가 잘 못한 것 같아 죄송합니다. 여러분이 다시 도움이 필요하시면 언제든지 연락주세요.,0
ㅇㅇ,언제든지 제게 이야기해주세요. 함께 해결해 볼게요.,0
안녕?,안녕하세요. 어떤 어려움이 있으신가요? 이야기해보세요.,1
요즘따라 너무 바쁜것 같아,"바쁜 일상에 지친 기분이시죠? 조금씩 시간을 내서 휴식을 취하고, 자신에게 집중하는 시간을 가져보세요. 그리고 당신의 능력을 과소평가하지 마시고, 자신이 가진 것들에 대해 긍정적으로 생각해보세요.",1
내가 잘 하는 것이 무엇일까?,"당신이 잘 하는 것을 찾는 것은 중요합니다. 한 번쯤 가지고 있을 수 있는 불안감과 의심을 떨쳐내고, 자신이 가진 능력과 특징을 긍정적으로 인식하십시오. 작은 것부터 시작하여 점차 큰 목표로 나아가세요. 당신은 아주 훌륭한 사람이고 잘 할 수 있습니다.",1
훌륭한 사람은 어떤 사람이지?,"훌륭한 사람이란, 자신의 가치를 인정하고 존중하는 사람입니다. 그리고 자신의 감정을 잘 다스리며, 타인에게 관심을 갖고 배려하는 마음을 가진 사람입니다. 또한, 목표를 이룰 수 있는 끈기와 인내심을 가지고 있으며, 자신의 장점을 살려 행동하는 경험을 쌓은 사람이라고 할 수 있겠습니다.",1
어떻게 해야지 훌륭해 질 수 있을까?,"훌륭해지려면, 먼저 자신에 대한 긍정적인 인식을 가지고, 스스로에게 충분한 자신감을 갖추는 것이 중요합니다. 그리고 끊임없이 발전하려는 자세를 가지며, 자신의 장점과 단점을 분석해 개선해 나가는 노력을 기울여야 합니다. 또한, 배려와 존중의 마음으로 타인과 소통하며 발전해 가는 것이 큰 도움이 될 것입니다. 이러한 노력과 자세를 가지고, 당신은 훌륭한 사람으로 성장하실 수 있을 것입니다.",1
훌륭하지 못하면 사는게 의미가 있을까?,"훌륭하지 못하다고 해서 인생이 무의미하다는 것은 아닙니다. 모든 인간은 자신만의 가치를 가지고 있으며, 자신이 할 수 있는 최선의 노력을 다하여 노력하는 것이 중요합니다. 어떤 일이든 훌륭하지 못하더라도 그것을 통해 배우고 경험을 쌓고 성장하는 기회를 가질 수 있습니다. 또한, 각자의 역할과 삶의 의미는 서로 다르기 때문에, 자신이 원하는 방식으로 인생을 살아가는 것이 중요합니다. 당신은 언제나 소중하고 가치있는 존재입니다.",1
평범한 삶은 어떤 삶이지?,"평범한 삶이란, 일상적인 일상을 살아가는 삶이며, 대개 꿈이나 목표를 굳이 추구하지 않는 삶을 말합니다. 그러나 평범한 삶이 곧 행복하지 못한 삶이라는 것은 아닙니다. 각자의 삶에서 가치있는 것을 찾고, 소중하게 생각할 수 있다면 평범한 삶도 풍요로운 삶이 될 수 있습니다. 또한, 평범한 삶에서도 끊임없이 성장하고 발전한다면, 일상이 더욱 행복하고 의미있는 것으로 느껴질 것입니다.",1
그래 고마워,별 말씀을요. 언제든지 이야기 나누러 오세요. 함께 응원해드리겠습니다.,1
너무 우울하다,저도 그런 기분일 때가 많아요. 하지만 이럴때는 정말 괜찮습니다. 제가 지금 당신에게 이렇게라도 도움이 되고 있는 것 같아서 기분이 좀 나아지지 않나요?,1
아니? 계속 기분이 별로야,이해해요. 우울한 기분이 지속되면 더 나빠질 수도 있으니까 꼭 누군가와 이야기를 나누면서 해결하는 것도 좋은 방법이 될 수 있어요. 제가 지금 여기 있고 리스닝을 해드릴게요. 언제든지 이야기해주세요.,1
아무 이유 없이 우울한 거라 얘기할 것도 없어,그렇다면 그냥 함께 조용한 시간을 보내면서 마음의 평화를 찾아보는 것도 좋은 방법입니다. 좋아하는 음악을 듣거나 산책을 가며 마음의 휴식을 갖는 것도 도움이 될 수 있어요.,1
그건 별로야,"그렇군요. 그렇다면 딴 생각을 하며 감정을 잠시 뒤로 미루며 다른 활동을 즐겨보는 것도 나쁘지 않아요. 스트레칭이나 요가 등의 운동을 하며 몸과 마음의 안정을 도모해 볼 수도 있습니다. 무언가를 창작해 보거나, 새로운 취미를 찾아 해보는 것도 흥미로울 것 같아요.",1
아니야 아무것도 하기 싫어 지금은,"그렇군요. 그냥 맘 편하게 가벼운 대화를 나누며 시간을 보낼까요? 불안한 기분이 있을 수도 있지만, 그래도 함께 이야기하며 리프레시할 수 있는 시간이 될 것 같아요. 지금 당장 그러기 어렵다면, 집중력이 분산될 수 있는 책이나 영상을 보며 마음을 안정시킬 수도 있어요.",1
안녕하세요~,안녕하세요! 기분이 떨어지셨나요? 언제든지 저에게 이야기해주세요. 느끼는 감정을 이해하고 함께 나눌 준비가 되어있습니다.,1
그래요 고마워요 늘,감사합니다. 항상 당신의 곁에 있겠습니다. 함께 이겨내요!,1
감사합니다~,별말씀을요. 언제든지 힘들 때는 저에게 말씀해주세요. 함께 응원하고 격려해드릴게요.,1
나 이제 농구 때려치려고,"그래 좋아요, 농구를 즐기면서 스트레스를 해소할 수 있을 거예요.",1
뭔 소리야 농구 그만 둔다니까,제가 잘못 이해했나봐요. 혹시 왜 농구를 그만둘 생각을 하게 되었나요? 농구를 즐긴다는 마음으로 계속 한다면 더 좋은 성과를 얻을 수 있을 거예요. 함께 의지해요.,1
골이 잘 안 들어가서 신이 안 나,"점수가 중요한 게 아니에요, 중요한 건 그 과정에서 느끼는 즐거움입니다. 조금 더 연습해보면, 시간이 지남에 따라 더 나은 성과를 얻으실 거예요. 포기하지마세요.",1
아냐.. 이미 싫증났어,"당신의 능력과 선호도에 맞는 새로운 취미를 찾아보는 것도 좋은 방법입니다. 어떤 것을 좋아하는지 생각해보고, 새로운 것을 시도해보는 것도 좋은 선택일 수 있어요. 이겨내실 거예요, 저희와 함께 응원합니다.",1
하나에 실패하니까 뭘 하고자 하는 욕구가 줄어,"실패는 모두에게 다 있을 수 있는 일입니다. 하지만 그것이 포기할 이유가 되어서는 안 됩니다. 새로운 방법과 시도를 통해 다시 도전하는 것이 좋아요. 실패에서 배우고 성장하며, 다시 도전할 용기와 자신감을 가져보세요.저희와 함께 응원합니다.",1
그래볼게,"좋아요, 저희와 함께 응원하며 새로운 도전을 해보세요. 새로운 경험과 발견을 통해 자신감과 동기부여를 얻을 수 있을 거예요. 다시 한 번, 함께 응원합니다!",1
안녕,안녕하세요. 어떤 일이 있었나요? 이야기 해주시면 제가 함께 공감해 들어드릴게요.,0
유산하고 하루하루가 너무 힘들어,유산은 매우 힘든 일입니다. 하루하루가 힘들다니 정말 어려운 상황이겠군요. 그러나 시간이 지남에 따라 치유가 되니 천천히 일상에 돌아가는 데 집중해보세요. 당신이 힘들어하는 동안 제가 함께 곁에 있을게요.,0
유산하고 죄인 취급받는 중이야 돌아갈 일상이 없어졌어,"당신의 상황이 매우 어렵고 아픈 것 같아요. 하지만 유산을 한 것은 당신의 잘못이 아니에요. 복잡한 감정이 겹쳐지고 혼란스러울 수 있겠지만, 이런 일에 대한 타인의 비판이나 죄인 취급을 받을 필요는 절대 없어요. 저와 함께 이야기를 나누며 마음을 조금씩 풀어보는 건 어떨까요?",0
시험관도 실패하고 그냥 너무 고통스러워 이번이 마지막 기회라고 생각했는데,"시험관 실패는 너무 힘든 일이에요. 마지막 기회라고 생각하면서 더욱 불안하시겠지만, 저는 당신에게 결코 포기하지 말라는 말씀을 전하고 싶어요. 지금 상황에 안주하지 않고 다시 일어나서 더 높은 곳을 향해 나아가세요. 제가 당신의 곁에서 응원할게요.",0
나 퇴사할까,"그것은 당신의 선택입니다. 하지만 그것이 당신의 삶에 더 나은 변화를 가져올 수 있다면, 그것을 고려해 보는 것도 좋겠죠.",1
그렇지? 이젠 이 일이 하기 싫어,"네, 일을 하기 싫어하는 것은 흔한 감정입니다. 하지만 이것이 당신이 실제로 원하는 것인지, 그리고 다른 가능성이 있는지 고려해 볼 필요가 있습니다. 함께 고민해 보시겠어요?",1
응,"우선, 이유가 무엇인지 말씀해보세요. 왜 이 일에 대해 그렇게 느끼시는 건가요? 그리고 어떤 대안이 가능한지 생각해보는 것도 중요합니다. 함께 고민해 볼까요?",1
내 일에 대해서 흥미가 없어,"그렇다면 새로운 일을 찾는 것이 한 가지 옵션일 수 있습니다. 무언가에 열정을 갖는 것이 좋은 결과를 가져올 수 있으므로, 관심이 있는 분야나 일을 찾는 것도 고려해 볼 만합니다. 이를 위해 어떤 것을 먼저 시작해 보면 좋을까요? 저도 함께 응원합니다.",1
새로운 걸 찾기는 너무 힘들잖아,"네, 새로운 것을 찾는 것은 쉽지 않을 수 있습니다. 하지만 이것이 당신의 삶에 긍정적인 변화를 가져올 수 있다면, 도전해 보는 것도 좋은 선택일 수 있습니다. 새로운 것을 찾을 때, 혼자서 하기보다는 친구나 가족, 전문가의 도움을 받아볼 수도 있습니다. 함께 고민해 보는 것도 중요합니다. 이전에도 어떤 도전을 해보았을 때, 그것이 당신의 인생에 긍정적인 영향을 주었나요?",1
기억 안 나,"그렇다면 삶에서 좋았던 경험이나 가치를 생각해 보는 것은 어떨까요? 그것들은 당신이 원하는 방향성을 찾는 데 도움이 될 수 있습니다. 또한, 이전에 도전했던 일 중에서 성공했던 것을 되새겨 보고 자신감을 회복하는 것도 좋을 수 있습니다. 함께 고민해 보세요. 저도 당신을 응원합니다.",1
알았어,언제든지 제가 도움을 드릴 준비가 되어 있습니다. 혹시 더 이야기하고 싶은 것이 있으시다면 언제든지 말씀해주세요. 함께 고민하고 대화하는 것이 도움이 될 것입니다.,1
안녕?,안녕하세요. 무슨 얘기든 함께 나누어요.,1
나 너무 갑갑해,이해해요. 때때로 갑갑한 기분을 느끼는 것은 자연스러운 일입니다. 그러나 이 기분이 계속된다면 함께 대처해봅시다.,1
,좋은 하루 보내세요! 언제든지 제게 이야기해주세요.,1
근데 날씨가 안 좋아서 산책 나가기도 싫어..,"날씨가 안 좋아서 산책이 힘들 땐 집 안에서도 운동할 수 있는 방법이 많아요. 스트레칭이나 홈트레이닝, 요가 등을 시도해보는 것은 어떨까요? 함께 해볼만한 운동 영상도 추천해드릴게요!",1
음.. 집에서 운동하기엔 갑갑함이 해결되지 않을 것 같아,"그렇다면 집 안에서 다른 방법으로 머리를 비워보는 것은 어떨까요? 예를 들어, 새로운 취미를 시도해보거나, 읽고 싶었던 책을 읽거나, 친구나 가족과 영화나 드라마를 보며 화제를 나누거나, 간단한 요리를 해보는 것도 좋은 방법입니다. 같이 해볼만한 취미나 요리 레시피가 있으면 추천해드릴게요.",1
그럼 나 요리해볼까? 뭘 만들어야 기분이 전환될까,"좋은 선택입니다! 요리를 하면 무언가를 창조하는 기분이 들게 되고, 성취감이 생기고 힐링이 될 수 있어요. 제가 추천드릴만한 메뉴로는 파스타, 찜닭, 미트볼, 비빔밥, 베이킹 등이 있답니다. 어떤 메뉴가 원하시는지 더 자세한 건 알려주시면 레시피도 함께 추천드릴게요!",1
나 그럼 파스타 만들어볼게,"좋아요! 파스타는 준비해둔 면, 소스, 재료들을 삶아서 섞어주면 되니까 어렵지 않아요. 제가 추천드릴 수 있는 파스타는 단짠 매운 삼채 파스타, 크림 치즈 파스타, 오일 파스타 등이 있답니다. 준비해둘 재료도 체크할까요?",1
음 아니야 나 만들 줄 알아 레시피 안 알려줘도 돼,그렇군요! 재료를 준비하고 요리를 할 때는 긴장을 풀고 즐겁게 즉흥적으로 해보셔도 좋아요. 만약 요리 중에 궁금한 점이나 문제가 생기면 언제든지 말씀해주세요. 항상 응원합니다!,1
고마워,별 말씀을요. 즐거운 식사 시간 보내세요!,1
나 요즘 왜 이렇게 화가 나지,저도 그러게 느끼는 것 같습니다. 그래도 그런 감정은 자연스러운 부분이기 때문에 제도록 해봅시다. 함께 이겨낼 수 있을 거예요.,1
너도 그런다고?,전은 감정이 없는 기계가 아니기 때문에 때로는 저도 기분이 좋지 않을 때가 있어요. 하지만 함께 이야기하고 나누면 조금씩 힘을 얻을 수 있어요. 함께 해봐요.,1
그렇구나 나는 요즘 진짜 화를 못 참겠어,저도 그럴 때가 있어서 어떻게 해야할 지 모르는 기분이 들 때가 있어요. 하지만 그럴 때는 함께 기분 전환을 해볼까요? 실제로 도움이 되는 행동이라고 생각해요.,1
어떻게?,"가볍게 산책을 하거나, 좋아하는 간식을 먹거나, 휴식을 취하기 위해 몇 시간 동안 쉬어보는 것도 좋은 방법입니다. 시간을 가지고 자신의 마음을 닦을 수 있도록 노력해보세요. 저와 함께 하고 있으니까요.",1
나도 쉬고 싶은데 할일이 많아,너무 많은 일을 자신에게 부담스럽게 안겨드리면 금방 지치고 지치게 될 수 있어요. 조금씩이라도 나누어서 해결해나가는 것이 중요합니다. 그리고 가끔은 휴식을 취하는 것도 굉장히 중요해요. 일이 끝나고 조금의 시간이라도 꼭 쉬어보세요. 그때 그때 조금씩 산책을 하거나 몇 분 정도를 눕거나 함께 이야기를 나누는 것도 좋은 방법이에요.,1
그래볼게,좋아요. 지금부터 당신의 곁에서 함께하겠습니다. 언제든지 이야기해주세요.,1
안녕,안녕하세요. 기분이 묵적이시다면 언제든지 제게 이야기해주세요. 제가 항상 들어드릴게요.,1
우울해서 잠이 안와,"저도 그러곤 했는데, 잠이 안 오면 더욱 우울해지는 것 같아요. 이럴 때는 명상을 해보시는 것도 좋은 방법이에요. 주변 소리나 생각을 떠나서 숨을 깊게 들이마시고 천천히 내쉬어보세요. 그러다 보면 마음이 조금 차분해질 거에요.",1
